mass_A
t,x,y
6.639966667E0,3.945017404E2,-4.567360964E1
6.656650000E0,3.884528143E2,-3.600608611E1
6.673333333E0,3.814822676E2,-2.628670766E1
6.690016667E0,3.745500298E2,-1.699625624E1
6.706700000E0,3.674125955E2,-6.495957691E0
6.723383333E0,3.613422424E2,3.895742453E0
6.740066667E0,3.551794000E2,1.398507982E1
6.756750000E0,3.497204200E2,2.388064870E1
6.773433333E0,3.447577165E2,3.298914069E1
6.790116667E0,3.404615339E2,4.197632827E1
6.806800000E0,3.365524727E2,5.093208560E1
6.823483333E0,3.325776625E2,5.926256238E1
6.840166667E0,3.288395368E2,6.735270972E1
6.856850000E0,3.265968357E2,7.506735604E1
6.873533333E0,3.228792874E2,8.136346626E1
6.890216667E0,3.192587508E2,8.730110811E1
6.906900000E0,3.162921509E2,9.320379925E1
6.923583333E0,3.134955058E2,9.902352961E1
6.940266667E0,3.106226328E2,1.034049595E2
6.956950000E0,3.073600406E2,1.073033667E2
6.973633333E0,3.049170399E2,1.108682650E2
6.990316667E0,2.994431609E2,1.131577511E2
7.007000000E0,2.959352784E2,1.153397136E2
7.023683333E0,2.942364245E2,1.188411035E2
7.040366667E0,2.928360868E2,1.207989286E2
7.057050000E0,2.903312514E2,1.215645743E2
7.073733333E0,2.898271395E2,1.231199687E2
7.090416667E0,2.886021528E2,1.234650349E2
7.107100000E0,2.895502649E2,1.247835000E2
7.123783333E0,2.896394990E2,1.248329800E2
7.140466667E0,2.896553641E2,1.248610058E2
7.157150000E0,2.897099341E2,1.247968113E2
7.173833333E0,2.884517394E2,1.233979079E2
7.190516667E0,2.887073589E2,1.231252177E2
7.207200000E0,2.888132303E2,1.229942024E2
7.223883333E0,2.875638226E2,1.214636616E2
7.240566667E0,2.881366220E2,1.208517460E2
7.257250000E0,2.875380060E2,1.190627120E2
7.273933333E0,2.870987394E2,1.170506346E2
7.290616667E0,2.863173568E2,1.151170880E2
7.307300000E0,2.857757709E2,1.129892192E2
7.323983333E0,2.846080856E2,1.093831778E2
7.340666667E0,2.857604063E2,1.068127887E2
7.357350000E0,2.858098984E2,1.030344466E2
7.374033333E0,2.857336399E2,9.918920819E1
7.390716667E0,2.857312695E2,9.616055320E1
7.407400000E0,2.856732903E2,9.295371244E1
7.424083333E0,2.854582082E2,8.909434861E1
7.440766667E0,2.853974156E2,8.491843810E1
7.457450000E0,2.845107122E2,7.920234837E1
7.474133333E0,2.848359349E2,7.315019420E1
7.490816667E0,2.848613176E2,6.703092744E1
7.507500000E0,2.845131494E2,5.943823256E1
7.524183333E0,2.847734550E2,5.298595104E1
7.540866667E0,2.845183374E2,4.520468658E1
7.557550000E0,2.844807669E2,3.728887367E1
7.574233333E0,2.847177712E2,2.901302661E1
7.590916667E0,2.846742563E2,1.929702085E1
7.607600000E0,2.848541104E2,1.067666243E1
7.624283333E0,2.845622869E2,9.706208736E-1
7.640966667E0,2.845307903E2,-9.061953225E0
7.657650000E0,2.844854527E2,-2.012249747E1
7.674333333E0,2.846829358E2,-3.194197861E1
7.691016667E0,2.854799624E2,-4.380921265E1
7.707700000E0,2.865086568E2,-5.504648942E1
7.724383333E0,2.867554648E2,-6.698118512E1
7.741066667E0,2.871094984E2,-7.912403212E1
7.757750000E0,2.869530445E2,-9.101108245E1
7.774433333E0,2.871205257E2,-1.029954574E2
7.791116667E0,2.871372673E2,-1.149347693E2
7.807800000E0,2.878870325E2,-1.268711440E2
7.824483333E0,2.886449115E2,-1.389374304E2
7.841166667E0,2.898628463E2,-1.509911031E2
7.857850000E0,2.907026793E2,-1.629422332E2
7.874533333E0,2.905522802E2,-1.746408942E2
7.891216667E0,2.910725133E2,-1.853239458E2
7.907900000E0,2.906184591E2,-1.968823043E2
7.924583333E0,2.904740467E2,-2.080922299E2
7.941266667E0,2.905891249E2,-2.193467651E2
7.957950000E0,2.905401013E2,-2.309243637E2
7.974633333E0,2.904878357E2,-2.428914431E2
7.991316667E0,2.891304558E2,-2.546652196E2
8.008000000E0,2.890091236E2,-2.650442471E2
8.024683333E0,2.885844107E2,-2.754345911E2
8.041366667E0,2.883580511E2,-2.867984813E2
8.058050000E0,2.880243178E2,-2.971832517E2
8.074733333E0,2.864391267E2,-3.086512748E2
8.091416667E0,2.856221851E2,-3.189720390E2
8.108100000E0,2.849310881E2,-3.293752652E2
8.124783333E0,2.834339581E2,-3.406029845E2
8.141466667E0,2.830786240E2,-3.509936979E2
8.158150000E0,2.817811998E2,-3.627997553E2
8.174833333E0,2.814200033E2,-3.731803447E2
8.191516667E0,2.802912277E2,-3.848004839E2
8.208200000E0,2.798314755E2,-3.951981917E2
8.224883333E0,2.788790973E2,-4.068612676E2
8.241566667E0,2.784105032E2,-4.171757231E2
8.258250000E0,2.770940086E2,-4.287048925E2
8.274933333E0,2.767003746E2,-4.392077998E2
8.291616667E0,2.761901232E2,-4.509678719E2
8.308300000E0,2.756513543E2,-4.629296448E2
8.324983333E0,2.750770762E2,-4.748735722E2
8.341666667E0,2.746810985E2,-4.867861696E2
8.358350000E0,2.747474301E2,-4.987322642E2
8.375033333E0,2.757125271E2,-5.108371082E2
8.391716667E0,2.765035884E2,-5.229032644E2
8.408400000E0,2.771083742E2,-5.349934213E2
8.425083333E0,2.775332734E2,-5.468936800E2
8.441766667E0,2.777439318E2,-5.585668167E2
8.458450000E0,2.777287718E2,-5.688873417E2
8.475133333E0,2.776249757E2,-5.789727405E2
8.491816667E0,2.774653195E2,-5.890437921E2
8.508500000E0,2.774338894E2,-5.990674889E2
8.525183333E0,2.772691114E2,-6.091334145E2
8.541866667E0,2.774451928E2,-6.192680336E2
8.558550000E0,2.760656056E2,-6.306415850E2
8.575233333E0,2.765477951E2,-6.408221825E2
8.591916667E0,2.772531635E2,-6.510185819E2
8.608600000E0,2.775151998E2,-6.625733725E2
8.625283333E0,2.777756600E2,-6.728827152E2
8.641966667E0,2.790705229E2,-6.830137413E2
8.658650000E0,2.785580827E2,-6.929732011E2
8.675333333E0,2.786811174E2,-7.029766562E2
8.692016667E0,2.794938047E2,-7.131440157E2
8.708700000E0,2.805694060E2,-7.233072873E2
8.725383333E0,2.806378119E2,-7.328287116E2
8.742066667E0,2.808584886E2,-7.391313646E2
8.758750000E0,2.803493894E2,-7.447850562E2
8.775433333E0,2.792437883E2,-7.484817830E2
8.792116667E0,2.787838404E2,-7.508081514E2
8.808800000E0,2.777334285E2,-7.525389109E2
8.825483333E0,2.774423868E2,-7.528099579E2
8.842166667E0,2.774530326E2,-7.528280263E2
8.858850000E0,2.775482818E2,-7.528581789E2
8.875533333E0,2.776096780E2,-7.528842849E2
8.892216667E0,2.776390745E2,-7.528943055E2
8.908900000E0,2.776439779E2,-7.528968077E2
8.925583333E0,2.776545123E2,-7.528940344E2
8.942266667E0,2.777085888E2,-7.527329069E2
8.958950000E0,2.782161552E2,-7.508389223E2
8.975633333E0,2.784811690E2,-7.486453521E2
8.992316667E0,2.796017818E2,-7.450252525E2
9.009000000E0,2.789720153E2,-7.426788744E2
9.025683333E0,2.797511464E2,-7.370830265E2
9.042366667E0,2.786519600E2,-7.326597724E2
9.059050000E0,2.794499504E2,-7.268517863E2
9.075733333E0,2.798118051E2,-7.208971309E2
9.092416667E0,2.799376349E2,-7.148499413E2
9.109100000E0,2.809657805E2,-7.071560039E2
9.125783333E0,2.800036579E2,-7.008005407E2
9.142466667E0,2.803291376E2,-6.929944875E2
9.159150000E0,2.802894820E2,-6.849546991E2
